file_path,file_name,reference_text,transcribed_text,audio_duration,processing_time,WER,CER,model
test\CORAL\14487_CO_bfammn31.wav,14487_CO_bfammn31.wav,eh e aí tem toda uma atenção diferenciada e até então,E aí tem toda uma tensão diferenciada.,3.449,3.505472183227539,0.45454545454545453,0.32075471698113206,whisper-small
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_029\195037_nurc_.wav,195037_nurc_.wav,eh em a aquela pessoa que faz,"Tem, é, aquela pessoa que faz...",3.03,3.4012410640716553,0.42857142857142855,0.13793103448275862,whisper-small
test\alip\80037_alip_.wav,80037_alip_.wav,ah,Cara.,0.88,16.562129259109497,1.0,1.5,whisper-small
test\sp\48771_sp_.wav,48771_sp_.wav,sim,immer migrated uma círculo inclusive.,0.44,36.89816951751709,5.0,11.333333333333334,whisper-small
test\alip\44198_alip_.wav,44198_alip_.wav,e foi até,E fui até...,0.84,2.783053159713745,0.3333333333333333,0.1111111111111111,whisper-small
test\sp\48150_sp_.wav,48150_sp_.wav,iriam embora da cidade se pudessem,iriam embora da cidade se pudesse.,2.28,3.2596728801727295,0.16666666666666666,0.029411764705882353,whisper-small
test\CORAL\14387_CO_bfammn31.wav,14387_CO_bfammn31.wav,pra ver que que a gente ia ter e,para ver o que a gente ia ter.,2.434,3.0363759994506836,0.3333333333333333,0.1875,whisper-small
test\alip\64486_alip_.wav,64486_alip_.wav,que eu podia operar,que não fui operar.,1.4,2.953402519226074,0.5,0.3684210526315789,whisper-small
test\Ted_part1\aXZ9Cb9ffE8-0063.wav,aXZ9Cb9ffE8-0063.wav,pra conectar investidores e empreendedores investidores que acreditassem no potencial daqueles empreendedores lá do começo né,para conectar investidores e empreendedores. Investidores que acreditassem no potencial daqueles empreendedores lá do começo.,15.72,4.155784845352173,0.125,0.032,whisper-small
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_332\142756_nurc_.wav,142756_nurc_.wav,né,Ah!,0.531,17.123469352722168,1.0,1.0,whisper-small
test\CORAL\2552_CO_bfammn10.wav,2552_CO_bfammn10.wav,e aí,E aí?,1.08,2.839877128601074,0.0,0.0,whisper-small
test\sp\45756_sp_.wav,45756_sp_.wav,e hoje em dia tá um pouco diferente como que você acha que é isso em são paulo,e hoje vamos ver se está um pouco diferente. Como você acha que é isso em São Paulo?,3.44,3.731105327606201,0.2777777777777778,0.20512820512820512,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\128317_nurc_.wav,128317_nurc_.wav,e a camisinha,E a camisinha?,2.104,3.178863286972046,0.0,0.0,whisper-small
test\sp\47623_sp_.wav,47623_sp_.wav,não,Não.,0.93,2.8613932132720947,0.0,0.0,whisper-small
test\sp\43596_sp_.wav,43596_sp_.wav,a maiori a maioria dos desalojados continua em escolas municipais e com o início do ano letivo temem não ter para onde ir,A maioria dos desalojados continuem escolas municipais e com o início do ano letivo temem não ter para um dinheiro.,7.413,4.357746839523315,0.2608695652173913,0.15702479338842976,whisper-small
test\sp\47795_sp_.wav,47795_sp_.wav,aí eu fiquei três anos lá foi meu primeiro emprego,"Eu fiquei três anos lá, foi o meu primeiro emprego.",2.46,3.372291326522827,0.2,0.1,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\61795_nurc_.wav,61795_nurc_.wav,mas eu saberia como me sair,mas eu sabia como sair,1.534,3.065687894821167,0.3333333333333333,0.18518518518518517,whisper-small
test\Ted_part1\a8gyl6MPHsI-0008.wav,a8gyl6MPHsI-0008.wav,mas eu vou fazer sem nenhum pudor porque ééé foi einstein mesmo que nos ensinou que é mais importante,"Mas eu vou fazer sem nenhum pudor, porque foi Einstein mesmo que nos ensinou, que é mais importante.",6.08,3.7193758487701416,0.05263157894736842,0.039603960396039604,whisper-small
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_051\242559_nurc_.wav,242559_nurc_.wav,tem até carruagem dentro da do palco,tem até carruagem dentro dos palos.,2.753,2.9427714347839355,0.42857142857142855,0.16666666666666666,whisper-small
test\sp\44996_sp_.wav,44996_sp_.wav,eu não sabia nada de lá porque nunca tinha,Eu não sabia nada de lá porque nunca tinha...,2.4,3.2067713737487793,0.0,0.0,whisper-small
test\alip\80587_alip_.wav,80587_alip_.wav,aí que morre não morre morre não morre aí foram rezar rezamos,"É. Aí morre, morre, morre, morre, morre. É por exagerar, é por exagerar.",4.24,30.458614349365234,0.75,0.5409836065573771,whisper-small
test\alip\9825_alip_.wav,9825_alip_.wav,há várias salas também com,A varia sala também com...,3.32,2.9087817668914795,0.6,0.19230769230769232,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\62233_nurc_.wav,62233_nurc_.wav,mas você tenta ajustar,Mas você tenta ajustar.,1.779,2.814655303955078,0.0,0.0,whisper-small
test\alip\9919_alip_.wav,9919_alip_.wav,aí por uma uma coisa ou outra você acaba tendo que fazer um exame e tá lá o resultado,Aí por uma coisa ou outra você acaba tendo que fazer um isôneo e tá lá o resultado.,5.72,3.7710378170013428,0.10526315789473684,0.10588235294117647,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\126319_nurc_.wav,126319_nurc_.wav,braços,Graças!,0.884,2.8540115356445312,1.0,0.3333333333333333,whisper-small
test\Ted_part1\aETOz3IGfG0-0009.wav,aETOz3IGfG0-0009.wav,criança eu lembro que quando criança eu não queria usar black power porque eu achava feia,"criança. Eu lembro que quando criança não queria usar Black Power, que eu achava feia.",5.08,3.721041202545166,0.125,0.06741573033707865,whisper-small
test\Ted_part1\aETOz3IGfG0-0042.wav,aETOz3IGfG0-0042.wav,nada não pra não sobrar pra mim mais e e o policial pegou e olhou para trás,"Nada não, só não sobrar pra mim mais. E o Fliçal pegou e olhou pra trás.",6.12,3.873584032058716,0.23529411764705882,0.13333333333333333,whisper-small
test\CORAL\13649_CO_bfammn22.wav,13649_CO_bfammn22.wav,paulinho é uma criatura maravilhosa na nossa vida,Paulinho é uma criatura maravilhosa na nossa vida.,4.677,3.2942287921905518,0.0,0.0,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\126488_nurc_.wav,126488_nurc_.wav,tem psicose,religioni que se conhece em,1.272,14.818528652191162,2.5,1.9090909090909092,whisper-small
test\sp\46045_sp_.wav,46045_sp_.wav,você vai ficar ali,"Tchau, Avcali!",0.86,2.9166100025177,1.0,0.6111111111111112,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\127818_nurc_.wav,127818_nurc_.wav,e herdou e toma rémedio,"E é doido, mas é melhor.",2.229,2.931098222732544,1.0,0.6086956521739131,whisper-small
test\CORAL\31466_CO_bfammn24.wav,31466_CO_bfammn24.wav,porque o mercado é muito pequeno,porque o mercado é muito pequeno.,2.358,3.06343412399292,0.0,0.0,whisper-small
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_332\142854_nurc_.wav,142854_nurc_.wav,em algum órgão,em algum órgão?,1.157,3.031602382659912,0.0,0.0,whisper-small
test\CORAL\11785_CO_bfammn35.wav,11785_CO_bfammn35.wav,sabe,Tente!,0.639,15.007048606872559,1.0,1.0,whisper-small
test\sp\47620_sp_.wav,47620_sp_.wav,isso,E isso.,0.65,2.791013717651367,1.0,0.5,whisper-small
test\sp\46515_sp_.wav,46515_sp_.wav,coisa mais ridícula do mundo,Fazer mais um dia com todo mundo.,1.53,2.8557944297790527,1.0,0.5714285714285714,whisper-small
test\CORAL\8234_CO_bfamcv20.wav,8234_CO_bfamcv20.wav,agora por falta de cuidado é outra coisa né,"Agora por falta de cuidado é outra coisa, né?",2.835,3.116010904312134,0.0,0.0,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\127986_nurc_.wav,127986_nurc_.wav,então vou ficar feito galinha,"Para deficar, consulte-se na navy.",1.135,16.36892795562744,1.0,0.8275862068965517,whisper-small
test\CORAL\13598_CO_bfammn22.wav,13598_CO_bfammn22.wav,mas falei cê volta que dia,mas falei isso eu volto aqui dia,1.918,2.8732926845550537,0.6666666666666666,0.38461538461538464,whisper-small
test\Ted_part1\A4wi3jmf9uY-0128.wav,A4wi3jmf9uY-0128.wav,esses grafiteiros tão loucos para arrumar um espaço pra ir lá e mostrar a arte deles mostrar as,"Esses grafiteiros estão loucos para arrumar um espaço para ir lá e mostrar a arte deles, mostrar isso.",6.12,3.915058135986328,0.16666666666666666,0.06315789473684211,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\127565_nurc_.wav,127565_nurc_.wav,eu sou pequena eu não sou grande,"Eu sou pequena, não sou grande.",1.714,3.0030362606048584,0.14285714285714285,0.09375,whisper-small
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_051\242857_nurc_.wav,242857_nurc_.wav,nós verificamos o seguinte,Não verificamos o signo.,2.571,3.1161818504333496,0.5,0.2692307692307692,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\61824_nurc_.wav,61824_nurc_.wav,de uma maneira muito diferente,Eu não era muito ferida.,1.689,2.9398322105407715,0.8,0.5,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_287\61551_nurc_.wav,61551_nurc_.wav,você acredita que é uma vida,Você acredita que é um vida?,1.771,3.382615804672241,0.16666666666666666,0.03571428571428571,whisper-small
test\sp\47600_sp_.wav,47600_sp_.wav,tem minha tia a minha prima a filha dela mora praticamente todo mundo perto,"que é minha tia, minha prima, filha dela, e mora praticamente todo mundo perto.",4.342,3.7869327068328857,0.35714285714285715,0.13333333333333333,whisper-small
test\CORAL\33642_CO_bfammn32.wav,33642_CO_bfammn32.wav,foi que eu tirei aqueles dias e fiquei lá,Foi que eu tirei aqueles dias e fiquei lá.,3.492,3.280679941177368,0.0,0.0,whisper-small
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_271\141091_nurc_.wav,141091_nurc_.wav,enquanto que skinner estabelece,"Enquanto que esquina, estabelece...",2.251,3.3702635765075684,0.25,0.1935483870967742,whisper-small
test\sp\45396_sp_.wav,45396_sp_.wav,até a paulista dava mais ou menos uma hora de caminhada era bom,"Até a paulista. Ah, dava mais ou menos uma hora de caminhada, era bom.",3.87,4.287273406982422,0.07692307692307693,0.047619047619047616,whisper-small
test\Ted_part1\bo3_ncIpin8-0019.wav,bo3_ncIpin8-0019.wav,o meia pode ser aqui uma umas folhas destas não esta que irá prever como está,"um mês pode ser aqui umas folhas destas, não é isto? Aqui dá para ver como está o...",5.88,4.291022062301636,0.625,0.2857142857142857,whisper-small
test\NURC_RE\NURC_RE_EF\NURC_RE_EF_271\141065_nurc_.wav,141065_nurc_.wav,em um determinado contexto,determinado contexto.,1.646,2.9116992950439453,0.5,0.23076923076923078,whisper-small
test\Ted_part1\A0dfeodJL8Q-0002.wav,A0dfeodJL8Q-0002.wav,bom é cem por cento fosse em são paulo era todo mundo corinthiano menos o luiz hah,"Bom, é 100%? Eu falo assim, São Paulo era todo mundo corentiano, menos o Luiz.",9.92,4.602247714996338,0.29411764705882354,0.1951219512195122,whisper-small
test\sp\48126_sp_.wav,48126_sp_.wav,pernambuco,foi na boca.,0.65,2.8245041370391846,3.0,0.7,whisper-small
test\alip\3687_alip_.wav,3687_alip_.wav,e ela já tem tudo seja o que você quiser qualquer pesquisa qualquer pesquisa,"Ela já tem tudo. Se o que você quiser, qualquer pesquisa. Qualquer pesquisa.",6.4,4.37842059135437,0.14285714285714285,0.05263157894736842,whisper-small
test\alip\42464_alip_.wav,42464_alip_.wav,é uma coisa assim,anno ali,1.96,15.966377258300781,1.0,0.7058823529411765,whisper-small
test\NURC_RE\NURC_RE_DID\NURC_RE_DID_051\243297_nurc_.wav,243297_nurc_.wav,então já acho pertíssimo,"Então, já acho difícil.",1.87,3.1732285022735596,0.25,0.3333333333333333,whisper-small
test\NURC_RE\NURC_RE_D2\NURC_RE_D2_215\126687_nurc_.wav,126687_nurc_.wav,crescem,Cresce.,0.704,2.7882094383239746,1.0,0.14285714285714285,whisper-small
test\Ted_part1\a4ZFKFLLORE-0003.wav,a4ZFKFLLORE-0003.wav,e a cada dia isso fica mais desconfortável né e eu vou focar mais na verdade do que em,"a cada dia isso fica mais desconfortável. E eu vou focar mais, na verdade, do que um...",7.44,3.7102458477020264,0.15789473684210525,0.06976744186046512,whisper-small
